Year;Month;Day;Time;Indoor Temp room 1 (C);Indoor Temp room 2 (C);Indoor Temp room 3 (C);External temperature (C);Flat energy (kWh);Builing energy (kWh);Surface
0;21;01;10;01:00;21.7;21.34;21.33;;0.09;0.66;417.0
1;21;01;10;02:00;21.69;21.33;21.28;;0.09;0.65;417.0
2;21;01;10;03:00;21.6;21.31;21.23;;0.09;0.65;417.0
3;21;01;10;04:00;21.57;21.22;21.22;;0.09;0.65;417.0
4;21;01;10;05:00;21.53;21.23;21.14;;0.09;0.65;417.0
5;21;01;10;06:00;21.58;21.24;21.24;;0.09;2.81;417.0
6;21;01;10;07:00;21.68;21.34;21.3;;0.09;2.85;417.0
7;21;01;10;08:00;21.79;21.34;21.34;;0.09;2.89;417.0
8;21;01;10;09:00;22.09;21.65;21.54;;0.09;2.88;417.0
9;21;01;10;10:00;22.19;21.85;21.66;;0.09;1.43;417.0
10;21;01;10;11:00;22.19;21.77;21.6;;0.09;0.69;417.0
11;21;01;10;12:00;22.29;21.73;21.72;;0.09;2.6;417.0
12;21;01;10;13:00;22.37;21.85;21.84;;0.09;2.86;417.0
13;21;01;10;14:00;22.67;21.89;22.09;;0.09;2.87;417.0
14;21;01;10;15:00;22.97;21.96;22.45;;0.09;2.86;417.0
15;21;01;10;16:00;22.84;21.97;22.34;;0.09;2.85;417.0
16;21;01;10;17:00;22.39;21.81;21.91;;0.09;0.66;417.0
17;21;01;10;18:00;22.17;21.7;21.68;;0.09;0.66;417.0
18;21;01;10;19:00;21.99;21.52;21.56;;0.09;0.65;417.0
19;21;01;10;20:00;21.81;21.45;21.47;;0.09;0.65;417.0
20;21;01;10;21:00;21.72;21.41;21.35;;0.09;0.65;417.0
21;21;01;10;22:00;21.66;21.32;21.31;;0.09;0.66;417.0
22;21;01;10;23:00;21.6;21.27;21.3;;0.09;0.66;417.0
23;21;01;11;00:00;20.16;17.51;16.13;10.84;2.51;2.68;417.0
24;21;01;11;01:00;20.12;17.47;16.14;10.78;2.74;2.76;417.0
25;21;01;11;02:00;20.12;17.59;16.11;10.68;2.95;2.98;417.0
26;21;01;11;03:00;20.09;17.55;16.11;10.64;3.38;3.09;417.0
27;21;01;11;04:00;20.18;17.58;16.21;10.61;2.73;2.75;417.0
28;21;01;11;05:00;20.14;17.56;16.14;10.66;2.52;2.88;417.0
29;21;01;11;06:00;20.31;17.91;16.38;10.54;3.91;4.07;417.0
30;21;01;11;07:00;22.45;19.55;18.46;10.4;5.93;6.42;417.0
31;21;01;11;08:00;22.86;19.88;18.92;10.52;4.48;5.08;417.0
32;21;01;11;09:00;22.92;20.11;18.88;10.64;4.33;4.92;417.0
33;21;01;11;10:00;22.66;20.16;18.61;10.79;5.46;5.98;417.0
34;21;01;11;11:00;22.75;20.43;18.77;10.74;4.51;5.09;417.0
35;21;01;11;12:00;22.73;20.36;18.63;10.85;3.97;4.46;417.0
36;21;01;11;13:00;22.71;20.38;18.65;10.87;4.07;4.51;417.0
37;21;01;11;14:00;22.57;20.48;18.66;10.77;4.46;4.98;417.0
38;21;01;11;15:00;22.72;20.59;18.71;10.68;4.89;5.26;417.0
39;21;01;11;16:00;22.71;20.61;18.74;10.48;3.87;4.4;417.0
40;21;01;11;17:00;21.13;18.55;17.46;10.36;1.25;1.68;417.0
41;21;01;11;18:00;19.98;16.67;16.22;10.33;0.67;1.12;417.0
42;21;01;11;19:00;20.06;16.95;16.12;10.15;0.77;1.35;417.0
43;21;01;11;20:00;20.01;17.03;16.03;9.96;1.31;1.87;417.0
44;21;01;11;21:00;19.94;17.14;16.14;9.52;2.3;2.58;417.0
45;21;01;11;22:00;19.91;17.28;16.07;9.16;2.24;2.44;417.0
46;21;01;11;23:00;19.98;17.33;16.11;8.85;2.74;2.52;417.0
47;21;01;12;00:00;19.15;16.73;15.97;2.87;5.64;5.86;417.0
48;21;01;12;01:00;19.03;16.63;15.92;3.11;5.87;6.18;417.0
49;21;01;12;02:00;19.08;16.74;16.0;2.97;5.52;5.61;417.0
50;21;01;12;03:00;18.92;16.69;15.9;2.03;6.16;6.53;417.0
51;21;01;12;04:00;18.92;16.76;15.8;2.12;6.5;6.47;417.0
52;21;01;12;05:00;18.9;16.65;15.77;2.18;6.69;7.01;417.0
53;21;01;12;06:00;19.15;17.07;16.11;2.45;7.78;8.08;417.0
54;21;01;12;07:00;21.76;19.53;18.33;2.97;10.07;12.46;417.0
55;21;01;12;08:00;22.15;21.23;18.69;5.31;8.15;10.78;417.0
56;21;01;12;09:00;22.3;20.0;18.77;6.93;5.84;8.51;417.0
57;21;01;12;10:00;22.58;20.09;19.0;7.74;5.03;7.73;417.0
58;21;01;12;11:00;22.74;20.19;19.01;7.28;4.51;5.77;417.0
59;21;01;12;12:00;22.76;20.16;19.03;7.82;4.39;5.26;417.0
60;21;01;12;13:00;22.4;20.03;18.56;7.97;4.67;7.17;417.0
61;21;01;12;14:00;22.5;20.56;18.69;7.64;5.21;7.75;417.0
62;21;01;12;15:00;22.86;21.18;18.94;7.16;4.9;7.58;417.0
63;21;01;12;16:00;22.87;21.28;18.97;6.39;4.89;7.57;417.0
64;21;01;12;17:00;20.81;18.68;17.4;6.24;1.39;3.61;417.0
65;21;01;12;18:00;19.81;17.39;16.12;6.13;1.92;2.39;417.0
66;21;01;12;19:00;19.86;17.67;16.16;5.94;2.99;3.1;417.0
67;21;01;12;20:00;19.81;17.7;16.13;5.9;3.13;3.52;417.0
68;21;01;12;21:00;19.85;17.72;16.1;5.88;3.15;3.78;417.0
69;21;01;12;22:00;19.69;17.4;16.13;5.76;2.81;3.27;417.0
70;21;01;12;23:00;19.7;17.51;16.07;5.68;3.7;3.71;417.0
71;21;02;10;00:00;21.58;21.24;21.24;;0.09;0.65;417.0
72;21;02;10;01:00;21.52;21.23;21.22;;0.09;0.66;417.0
73;21;02;10;02:00;21.52;21.19;21.11;;0.09;0.66;417.0
74;21;02;10;03:00;21.41;21.14;21.16;;0.09;0.67;417.0
75;21;02;10;04:00;21.38;21.1;21.11;;0.09;0.66;417.0
76;21;02;10;05:00;21.34;21.05;21.03;;0.09;0.74;417.0
77;21;02;10;06:00;21.3;21.04;21.05;;0.09;0.65;417.0
78;21;02;10;07:00;21.33;21.04;20.98;;0.09;0.64;417.0
79;21;02;10;08:00;21.4;21.26;21.05;;0.09;0.64;417.0
80;21;02;10;09:00;21.52;21.46;21.15;;0.09;0.64;417.0
81;21;02;10;10:00;21.63;21.43;21.21;;0.09;0.66;417.0
82;21;02;10;11:00;21.78;21.49;21.23;;0.09;0.66;417.0
83;21;02;10;12:00;21.87;21.44;21.35;;0.09;0.66;417.0
84;21;02;10;13:00;22.11;21.38;21.44;;0.09;0.66;417.0
85;21;02;10;14:00;22.38;21.42;21.69;;0.09;0.65;417.0
86;21;02;10;15:00;22.47;21.41;21.82;;0.09;0.65;417.0
87;21;02;10;16:00;22.28;21.38;21.65;;0.09;0.65;417.0
88;21;02;10;17:00;21.85;21.32;21.37;;0.09;0.65;417.0
89;21;02;10;18:00;21.73;21.3;21.33;;0.09;0.66;417.0
90;21;02;10;19:00;21.65;21.26;21.26;;0.09;0.66;417.0
91;21;02;10;20:00;21.6;21.22;21.22;;0.09;0.67;417.0
92;21;02;10;21:00;21.58;21.18;21.2;;0.09;0.68;417.0
93;21;02;10;22:00;21.46;21.13;21.14;;0.09;0.66;417.0
94;21;02;10;23:00;21.42;21.08;21.05;;0.09;0.66;417.0
95;21;02;11;00:00;20.02;17.5;16.11;8.65;3.02;2.88;417.0
96;21;02;11;01:00;20.0;17.54;16.13;7.94;2.61;2.75;417.0
97;21;02;11;02:00;19.92;17.45;16.12;8.29;3.31;3.43;417.0
98;21;02;11;03:00;19.99;17.56;16.13;7.73;2.65;2.84;417.0
99;21;02;11;04:00;19.97;17.64;16.13;7.34;2.88;3.16;417.0
100;21;02;11;05:00;19.97;17.63;16.11;7.42;2.67;3.11;417.0
101;21;02;11;06:00;20.09;17.77;16.28;7.07;4.18;4.56;417.0
102;21;02;11;07:00;22.47;19.95;18.69;7.46;5.16;7.63;417.0
103;21;02;11;08:00;22.79;20.32;19.02;8.21;4.5;7.27;417.0
104;21;02;11;09:00;22.77;20.4;18.63;10.72;4.1;6.84;417.0
105;21;02;11;10:00;22.83;20.38;18.8;12.66;3.65;6.29;417.0
106;21;02;11;11:00;22.97;20.71;18.82;13.87;4.42;5.74;417.0
107;21;02;11;12:00;22.81;20.35;18.77;14.67;3.14;3.71;417.0
108;21;02;11;13:00;23.06;20.32;18.82;14.8;3.08;5.76;417.0
109;21;02;11;14:00;23.17;20.34;18.93;14.37;2.69;5.57;417.0
110;21;02;11;15:00;23.06;20.33;18.9;13.55;2.74;5.55;417.0
111;21;02;11;16:00;23.0;20.65;18.9;11.87;3.33;6.13;417.0
112;21;02;11;17:00;21.54;19.17;17.92;10.66;1.42;3.74;417.0
113;21;02;11;18:00;20.19;16.94;16.53;9.71;0.11;0.7;417.0
114;21;02;11;19:00;19.86;16.4;16.09;9.51;0.11;0.72;417.0
115;21;02;11;20:00;19.8;16.55;15.97;9.15;0.72;1.32;417.0
116;21;02;11;21:00;19.96;16.96;16.03;9.4;1.34;1.81;417.0
117;21;02;11;22:00;19.92;16.93;16.07;9.36;1.88;2.3;417.0
118;21;02;11;23:00;19.92;17.12;16.11;9.09;1.66;2.19;417.0
119;21;02;12;00:00;19.86;17.91;16.08;5.32;3.37;3.71;417.0
120;21;02;12;01:00;19.7;17.58;16.12;4.93;3.18;3.52;417.0
121;21;02;12;02:00;19.42;17.17;16.1;4.83;3.35;3.64;417.0
122;21;02;12;03:00;19.45;17.08;16.07;4.95;3.3;3.69;417.0
123;21;02;12;04:00;19.38;17.06;15.93;4.68;3.75;4.19;417.0
124;21;02;12;05:00;19.44;17.04;15.92;4.46;4.21;4.82;417.0
125;21;02;12;06:00;19.45;16.96;15.87;4.57;5.82;6.64;417.0
126;21;02;12;07:00;22.15;20.62;18.54;4.71;7.16;9.81;417.0
127;21;02;12;08:00;22.32;20.07;18.78;5.04;5.34;8.0;417.0
128;21;02;12;09:00;22.53;20.21;18.95;5.73;5.09;7.77;417.0
129;21;02;12;10:00;22.67;20.39;18.96;6.57;5.11;7.77;417.0
130;21;02;12;11:00;22.78;20.76;18.91;7.41;5.21;6.47;417.0
131;21;02;12;12:00;22.78;20.84;18.92;7.99;5.52;6.01;417.0
132;21;02;12;13:00;22.28;20.59;18.8;8.2;7.25;9.68;417.0
133;21;02;12;14:00;22.79;21.57;18.82;7.8;5.26;7.96;417.0
134;21;02;12;15:00;22.28;20.57;18.48;7.25;4.43;6.93;417.0
135;21;02;12;16:00;22.79;21.37;18.92;5.79;4.72;7.4;417.0
136;21;02;12;17:00;20.86;18.78;17.36;5.26;1.21;3.61;417.0
137;21;02;12;18:00;19.79;17.23;16.14;5.29;1.8;2.19;417.0
138;21;02;12;19:00;19.83;17.53;16.16;5.1;2.8;3.72;417.0
139;21;02;12;20:00;19.82;17.61;16.13;4.79;2.63;3.42;417.0
140;21;02;12;21:00;19.72;17.5;16.15;4.46;3.15;3.54;417.0
141;21;02;12;22:00;19.56;17.23;16.16;3.93;3.07;3.55;417.0
142;21;02;12;23:00;19.51;17.09;16.11;2.91;3.97;3.98;417.0
143;21;03;10;00:00;21.32;21.05;21.03;;0.09;0.66;417.0
144;21;03;10;01:00;21.33;20.98;20.96;;0.09;0.66;417.0
145;21;03;10;02:00;21.25;20.95;20.96;;0.09;0.66;417.0
146;21;03;10;03:00;21.22;20.9;20.86;;0.09;0.66;417.0
147;21;03;10;04:00;21.22;20.86;20.85;;0.09;0.65;417.0
148;21;03;10;05:00;21.11;20.86;20.85;;0.09;0.65;417.0
149;21;03;10;06:00;21.09;20.8;20.84;;0.09;0.65;417.0
150;21;03;10;07:00;21.09;20.77;20.77;;0.09;0.66;417.0
151;21;03;10;08:00;21.14;20.75;20.76;;0.09;0.66;417.0
152;21;03;10;09:00;21.14;20.75;20.72;;0.09;0.66;417.0
153;21;03;10;10:00;21.14;20.76;20.74;;0.09;0.66;417.0
154;21;03;10;11:00;21.14;20.69;20.75;;0.09;0.66;417.0
155;21;03;10;12:00;21.15;20.69;20.73;;0.09;0.65;417.0
156;21;03;10;13:00;21.12;20.68;20.7;;0.09;0.65;417.0
157;21;03;10;14:00;21.14;20.68;20.75;;0.09;0.65;417.0
158;21;03;10;15:00;21.14;20.66;20.75;;0.09;0.65;417.0
159;21;03;10;16:00;21.14;20.61;20.66;;0.09;0.65;417.0
160;21;03;10;17:00;21.03;20.63;20.65;;0.09;0.65;417.0
161;21;03;10;18:00;21.04;20.58;20.66;;0.09;0.65;417.0
162;21;03;10;19:00;21.04;20.57;20.66;;0.08;0.66;417.0
163;21;03;10;20:00;21.04;20.54;20.66;;0.09;0.66;417.0
164;21;03;10;21:00;21.0;20.51;20.59;;0.09;0.66;417.0
165;21;03;10;22:00;20.94;20.49;20.56;;0.09;0.65;417.0
166;21;03;10;23:00;20.95;20.48;20.54;;0.09;0.65;417.0
167;21;03;11;00:00;19.83;17.16;16.06;9.11;2.02;2.77;417.0
168;21;03;11;01:00;19.98;17.34;16.1;8.94;2.57;3.17;417.0
169;21;03;11;02:00;20.02;17.56;16.12;9.47;3.08;3.75;417.0
170;21;03;11;03:00;20.13;17.56;16.13;9.49;3.29;3.85;417.0
171;21;03;11;04:00;19.94;17.34;16.06;9.74;2.81;3.2;417.0
172;21;03;11;05:00;20.02;17.49;16.11;9.6;2.85;3.36;417.0
173;21;03;11;06:00;20.27;17.8;16.32;9.29;4.04;4.6;417.0
174;21;03;11;07:00;22.46;19.64;18.69;9.25;5.33;7.88;417.0
175;21;03;11;08:00;22.09;19.81;18.3;9.52;6.2;8.94;417.0
176;21;03;11;09:00;22.29;20.47;18.31;9.52;6.34;9.12;417.0
177;21;03;11;10:00;22.28;20.08;18.34;9.51;5.84;8.6;417.0
178;21;03;11;11:00;22.76;20.49;18.8;9.8;5.18;6.6;417.0
179;21;03;11;12:00;22.64;20.45;18.75;9.83;5.68;7.57;417.0
180;21;03;11;13:00;22.29;20.28;18.49;9.87;5.44;8.19;417.0
181;21;03;11;14:00;22.33;20.46;18.34;10.08;6.28;9.02;417.0
182;21;03;11;15:00;22.28;20.65;18.42;10.27;6.18;8.95;417.0
183;21;03;11;16:00;22.36;20.49;18.49;10.42;4.7;7.56;417.0
184;21;03;11;17:00;21.12;19.07;17.65;10.37;1.88;4.62;417.0
185;21;03;11;18:00;19.98;16.72;16.31;10.27;0.11;0.69;417.0
186;21;03;11;19:00;19.95;16.57;16.01;10.17;0.64;1.16;417.0
187;21;03;11;20:00;19.87;16.82;16.0;10.08;1.22;1.8;417.0
188;21;03;11;21:00;19.91;16.93;16.06;9.92;1.7;2.06;417.0
189;21;03;11;22:00;19.96;17.13;16.08;9.98;1.64;2.13;417.0
190;21;03;11;23:00;20.02;17.32;16.12;9.77;3.43;4.2;417.0
191;21;03;12;00:00;19.32;16.95;16.0;2.78;4.9;5.29;417.0
192;21;03;12;01:00;19.33;16.87;15.99;2.64;5.03;5.27;417.0
193;21;03;12;02:00;19.04;16.61;15.96;2.41;6.15;6.52;417.0
194;21;03;12;03:00;19.14;16.74;16.0;2.23;5.74;5.86;417.0
195;21;03;12;04:00;19.05;16.59;16.05;2.09;4.79;4.95;417.0
196;21;03;12;05:00;18.94;16.63;15.89;1.87;5.69;6.06;417.0
197;21;03;12;06:00;19.2;17.13;16.13;1.73;7.69;8.21;417.0
198;21;03;12;07:00;21.54;19.26;18.47;1.87;9.17;11.65;417.0
199;21;03;12;08:00;21.52;20.86;18.46;2.11;10.52;13.14;417.0
200;21;03;12;09:00;22.31;21.7;18.75;4.47;8.88;11.52;417.0
201;21;03;12;10:00;22.29;20.85;18.74;7.22;7.04;9.71;417.0
202;21;03;12;11:00;22.84;21.65;18.9;7.95;5.84;7.53;417.0
203;21;03;12;12:00;22.85;21.29;18.9;8.85;5.5;7.21;417.0
204;21;03;12;13:00;22.9;21.47;18.95;9.06;5.3;7.98;417.0
205;21;03;12;14:00;22.61;21.0;18.62;8.51;4.53;7.03;417.0
206;21;03;12;15:00;22.76;21.21;18.82;6.64;4.7;7.33;417.0
207;21;03;12;16:00;22.64;21.41;18.8;5.52;4.81;7.48;417.0
208;21;03;12;17:00;20.76;18.8;17.24;4.45;1.23;3.41;417.0
209;21;03;12;18:00;19.74;17.63;16.14;3.31;2.51;3.16;417.0
210;21;03;12;19:00;19.54;17.59;16.2;2.13;4.55;4.89;417.0
211;21;03;12;20:00;19.34;16.92;16.03;1.79;3.88;4.34;417.0
212;21;03;12;21:00;19.37;17.05;15.99;1.58;5.3;5.4;417.0
213;21;03;12;22:00;19.19;16.85;15.89;1.59;5.99;5.97;417.0
214;21;03;12;23:00;19.05;16.56;15.85;1.65;6.2;6.22;417.0
215;21;04;10;00:00;20.95;20.46;20.54;;0.09;0.65;417.0
216;21;04;10;01:00;20.95;20.41;20.48;;0.09;0.65;417.0
217;21;04;10;02:00;20.92;20.39;20.47;;0.09;0.65;417.0
218;21;04;10;03:00;20.85;20.38;20.46;;0.09;0.65;417.0
219;21;04;10;04:00;20.85;20.37;20.47;;0.09;0.65;417.0
220;21;04;10;05:00;20.85;20.37;20.42;;0.09;0.65;417.0
221;21;04;10;06:00;20.9;20.39;20.5;;0.09;2.67;417.0
222;21;04;10;07:00;21.04;20.53;20.61;;0.09;2.89;417.0
223;21;04;10;08:00;21.19;20.66;20.7;;0.09;2.89;417.0
224;21;04;10;09:00;21.33;20.78;20.87;;0.09;2.89;417.0
225;21;04;10;10:00;21.45;20.84;21.0;;0.09;2.2;417.0
226;21;04;10;11:00;21.35;20.75;20.9;;0.09;1.35;417.0
227;21;04;10;12:00;21.41;20.79;20.94;;0.09;2.88;417.0
228;21;04;10;13:00;21.42;20.89;21.04;;0.09;2.87;417.0
229;21;04;10;14:00;21.42;20.94;21.05;;0.09;2.87;417.0
230;21;04;10;15:00;21.53;20.96;21.12;;0.09;2.87;417.0
231;21;04;10;16:00;21.5;20.96;21.09;;0.09;2.87;417.0
232;21;04;10;17:00;21.5;20.98;21.1;;0.09;2.53;417.0
233;21;04;10;18:00;21.34;20.85;20.97;;0.09;0.66;417.0
234;21;04;10;19:00;21.3;20.71;20.89;;0.09;0.66;417.0
235;21;04;10;20:00;21.23;20.64;20.85;;0.09;0.65;417.0
236;21;04;10;21:00;21.19;20.62;20.79;;0.09;0.65;417.0
237;21;04;10;22:00;21.12;20.57;20.75;;0.09;0.65;417.0
238;21;04;10;23:00;21.05;20.56;20.67;;0.09;0.66;417.0
239;21;04;11;00:00;19.84;17.23;16.02;9.36;2.6;3.28;417.0
240;21;04;11;01:00;19.94;17.28;16.05;9.18;2.27;2.79;417.0
241;21;04;11;02:00;20.01;17.31;16.13;8.98;2.99;3.45;417.0
242;21;04;11;03:00;19.94;17.37;16.09;8.73;2.5;2.93;417.0
243;21;04;11;04:00;19.99;17.53;16.09;8.45;3.78;4.33;417.0
244;21;04;11;05:00;19.85;17.39;16.1;8.24;2.91;3.51;417.0
245;21;04;11;06:00;20.27;17.66;16.41;7.93;3.98;4.96;417.0
246;21;04;11;07:00;22.72;20.04;18.88;7.65;5.5;8.29;417.0
247;21;04;11;08:00;22.88;20.38;18.93;8.07;5.5;8.3;417.0
248;21;04;11;09:00;22.59;20.69;18.66;9.03;5.78;8.49;417.0
249;21;04;11;10:00;22.3;20.1;18.36;9.59;5.5;8.34;417.0
250;21;04;11;11:00;22.71;20.22;18.65;10.24;5.44;6.73;417.0
251;21;04;11;12:00;22.94;20.47;18.84;10.95;5.09;5.77;417.0
252;21;04;11;13:00;22.85;20.77;18.76;11.36;3.5;6.24;417.0
253;21;04;11;14:00;22.95;20.84;18.86;11.53;3.65;6.41;417.0
254;21;04;11;15:00;22.98;21.2;18.84;11.19;4.62;7.3;417.0
255;21;04;11;16:00;22.88;21.12;18.85;10.22;4.37;7.06;417.0
256;21;04;11;17:00;21.31;19.14;17.78;9.38;1.21;3.45;417.0
257;21;04;11;18:00;20.08;16.78;16.39;8.37;0.11;0.69;417.0
258;21;04;11;19:00;19.8;16.51;15.98;7.8;0.64;1.19;417.0
259;21;04;11;20:00;19.94;16.93;16.06;7.62;1.3;1.88;417.0
260;21;04;11;21:00;19.82;17.07;16.04;6.84;1.53;1.86;417.0
261;21;04;11;22:00;19.86;17.2;16.04;5.97;2.75;3.07;417.0
262;21;04;11;23:00;19.87;17.21;16.17;5.84;2.33;2.83;417.0
263;21;04;12;00:00;19.11;16.7;16.02;1.92;5.42;5.53;417.0
264;21;04;12;01:00;19.06;16.67;15.96;2.14;5.55;5.52;417.0
265;21;04;12;02:00;19.0;16.73;15.92;1.42;5.5;5.83;417.0
266;21;04;12;03:00;18.97;16.81;15.89;1.66;6.08;6.27;417.0
267;21;04;12;04:00;18.89;16.76;15.83;1.43;6.21;6.44;417.0
268;21;04;12;05:00;18.88;16.82;15.93;1.11;5.15;5.28;417.0
269;21;04;12;06:00;18.82;16.7;15.75;1.2;5.66;5.89;417.0
270;21;04;12;07:00;18.77;16.7;15.59;1.24;7.26;7.45;417.0
271;21;04;12;08:00;18.93;16.73;15.69;2.34;6.54;6.88;417.0
272;21;04;12;09:00;18.89;16.74;15.97;4.07;5.21;5.66;417.0
273;21;04;12;10:00;19.34;17.12;16.03;4.95;3.78;4.31;417.0
274;21;04;12;11:00;19.41;17.15;16.02;5.7;4.59;4.83;417.0
275;21;04;12;12:00;19.67;17.41;15.96;6.22;4.14;4.32;417.0
276;21;04;12;13:00;19.87;17.77;16.05;6.28;3.82;3.98;417.0
277;21;04;12;14:00;19.84;17.65;16.03;6.05;3.01;3.38;417.0
278;21;04;12;15:00;19.67;17.68;16.04;5.39;3.58;3.88;417.0
279;21;04;12;16:00;19.4;17.23;15.99;4.77;4.12;4.37;417.0
280;21;04;12;17:00;19.4;17.14;16.06;4.54;4.48;4.47;417.0
281;21;04;12;18:00;19.28;17.06;16.08;4.58;4.57;4.68;417.0
282;21;04;12;19:00;19.31;17.14;16.0;4.6;4.63;4.86;417.0
283;21;04;12;20:00;19.27;17.13;16.0;4.5;4.19;4.2;417.0
284;21;04;12;21:00;19.18;16.97;16.03;4.46;4.66;4.77;417.0
285;21;04;12;22:00;19.14;16.9;15.8;4.31;4.95;5.28;417.0
286;21;04;12;23:00;19.14;16.99;15.96;4.03;5.48;5.58;417.0
287;21;05;10;00:00;21.03;20.49;20.66;;0.09;0.65;417.0
288;21;05;10;01:00;21.04;20.47;20.64;;0.09;0.65;417.0
289;21;05;10;02:00;21.02;20.47;20.58;;0.09;0.65;417.0
290;21;05;10;03:00;20.94;20.4;20.56;;0.09;0.65;417.0
291;21;05;10;04:00;20.95;20.38;20.53;;0.09;0.65;417.0
292;21;05;10;05:00;20.95;20.35;20.46;;0.09;0.65;417.0
293;21;05;10;06:00;20.96;20.43;20.5;;0.09;2.42;417.0
294;21;05;10;07:00;21.04;20.57;20.64;;0.09;2.9;417.0
295;21;05;10;08:00;21.18;20.65;20.78;;0.09;2.9;417.0
296;21;05;10;09:00;21.33;20.82;20.88;;0.09;2.89;417.0
297;21;05;10;10:00;21.32;20.82;20.92;;0.09;1.45;417.0
298;21;05;10;11:00;21.33;20.69;20.87;;0.09;1.19;417.0
299;21;05;10;12:00;21.38;20.76;20.95;;0.09;2.86;417.0
300;21;05;10;13:00;21.32;20.82;20.91;;0.09;2.86;417.0
301;21;05;10;14:00;21.32;20.8;20.88;;0.09;2.86;417.0
302;21;05;10;15:00;21.28;20.84;20.85;;0.09;2.86;417.0
303;21;05;10;16:00;21.24;20.81;20.88;;0.09;2.34;417.0
304;21;05;10;17:00;21.04;20.64;20.68;;0.09;0.66;417.0
305;21;05;10;18:00;20.98;20.55;20.59;;0.09;0.66;417.0
306;21;05;10;19:00;20.93;20.46;20.5;;0.09;0.66;417.0
307;21;05;10;20:00;20.93;20.42;20.46;;0.09;0.65;417.0
308;21;05;10;21:00;20.84;20.39;20.39;;0.09;0.65;417.0
309;21;05;10;22:00;20.84;20.35;20.37;;0.09;0.65;417.0
310;21;05;10;23:00;20.74;20.31;20.38;;0.09;0.65;417.0
311;21;05;11;00:00;19.74;16.92;16.11;5.58;2.58;3.09;417.0
312;21;05;11;01:00;19.83;17.2;16.19;4.94;2.86;3.59;417.0
313;21;05;11;02:00;19.9;17.46;16.13;4.62;3.4;3.84;417.0
314;21;05;11;03:00;19.72;17.03;16.18;4.43;2.82;3.42;417.0
315;21;05;11;04:00;19.77;17.22;16.15;4.23;3.43;3.99;417.0
316;21;05;11;05:00;19.82;17.39;16.12;4.01;3.68;4.38;417.0
317;21;05;11;06:00;19.94;17.39;16.42;3.89;4.33;5.24;417.0
318;21;05;11;07:00;22.33;19.56;18.53;5.31;5.37;8.16;417.0
319;21;05;11;08:00;22.63;19.83;18.92;7.15;4.95;7.75;417.0
320;21;05;11;09:00;22.83;20.03;18.83;9.46;4.16;6.93;417.0
321;21;05;11;10:00;22.9;20.49;18.8;11.37;3.7;6.5;417.0
322;21;05;11;11:00;22.76;20.39;18.77;12.06;3.46;4.87;417.0
323;21;05;11;12:00;22.77;20.4;18.71;12.7;3.48;4.38;417.0
324;21;05;11;13:00;22.94;20.47;18.77;13.18;3.05;6.09;417.0
325;21;05;11;14:00;23.09;20.51;18.87;13.12;3.21;6.04;417.0
326;21;05;11;15:00;23.09;20.35;18.88;12.11;3.06;6.04;417.0
327;21;05;11;16:00;22.87;20.7;18.71;9.51;3.81;6.59;417.0
328;21;05;11;17:00;21.18;18.97;17.61;8.56;1.16;3.41;417.0
329;21;05;11;18:00;19.89;16.65;16.25;7.69;0.11;0.64;417.0
330;21;05;11;19:00;19.84;16.78;15.96;6.97;1.4;1.88;417.0
331;21;05;11;20:00;19.92;17.22;16.14;6.25;1.31;1.8;417.0
332;21;05;11;21:00;19.83;17.3;16.09;5.78;1.87;2.39;417.0
333;21;05;11;22:00;19.84;17.46;16.08;5.69;2.27;2.62;417.0
334;21;05;11;23:00;19.9;17.54;16.09;5.63;2.56;3.1;417.0
335;21;05;12;00:00;19.07;17.01;15.96;3.91;5.44;5.54;417.0
336;21;05;12;01:00;19.05;17.08;15.88;3.64;6.68;6.92;417.0
337;21;05;12;02:00;18.96;16.69;15.92;3.52;5.18;5.08;417.0
338;21;05;12;03:00;18.94;16.8;15.92;3.57;5.05;5.18;417.0
339;21;05;12;04:00;18.99;16.81;15.92;3.43;5.81;5.74;417.0
340;21;05;12;05:00;19.01;16.96;15.83;3.0;5.84;5.96;417.0
341;21;05;12;06:00;19.11;17.0;15.87;3.11;6.22;6.54;417.0
342;21;05;12;07:00;19.01;16.94;15.88;3.15;5.51;5.86;417.0
343;21;05;12;08:00;19.14;16.99;15.95;3.91;4.8;5.06;417.0
344;21;05;12;09:00;19.28;17.27;15.93;4.75;4.47;4.63;417.0
345;21;05;12;10:00;19.7;17.93;16.0;5.59;4.12;4.16;417.0
346;21;05;12;11:00;19.87;17.97;16.01;6.61;4.16;4.22;417.0
347;21;05;12;12:00;19.91;17.86;16.0;7.48;3.07;3.15;417.0
348;21;05;12;13:00;19.83;17.85;16.04;7.74;3.2;3.31;417.0
349;21;05;12;14:00;19.97;17.74;16.04;7.23;3.67;3.64;417.0
350;21;05;12;15:00;19.8;17.68;16.04;6.03;3.75;3.83;417.0
351;21;05;12;16:00;19.35;17.19;15.96;4.31;4.53;4.6;417.0
352;21;05;12;17:00;19.12;16.88;15.97;2.74;4.87;5.13;417.0
353;21;05;12;18:00;19.08;17.26;16.02;1.91;6.49;6.76;417.0
354;21;05;12;19:00;18.92;16.69;15.92;1.74;5.6;5.79;417.0
355;21;05;12;20:00;18.92;17.07;15.91;2.05;6.28;6.35;417.0
