Year;Month;Day;Time;Indoor Temp room 1 (C);Indoor Temp room 2 (C);Indoor Temp room 3 (C);External temperature (C);Flat energy (kWh);Builing energy (kWh);Surface
1875;21;12;18;03:00;19.15;16.67;15.83;2.96;7.16;7.54;417.0
1876;21;12;18;04:00;19.22;16.95;15.9;2.58;6.47;6.54;417.0
1877;21;12;18;05:00;18.96;16.73;15.55;0.96;7.06;7.1;417.0
1878;21;12;18;06:00;18.89;16.57;15.86;0.2;6.44;6.64;417.0
1879;21;12;18;07:00;19.06;16.89;15.86;0.92;6.33;6.34;417.0
1880;21;12;18;08:00;18.75;16.52;15.74;1.91;7.01;7.3;417.0
1881;21;12;18;09:00;19.21;17.19;15.94;5.08;5.21;5.59;417.0
1882;21;12;18;10:00;19.73;17.6;16.01;6.01;3.47;3.77;417.0
1883;21;12;18;11:00;19.9;17.63;16.07;7.54;3.45;3.52;417.0
1884;21;12;18;12:00;19.96;17.61;16.09;8.23;3.43;3.5;417.0
1885;21;12;18;13:00;19.95;17.54;16.08;9.18;3.17;3.12;417.0
1886;21;12;18;14:00;20.02;17.51;16.09;8.2;3.2;3.54;417.0
1887;21;12;18;15:00;19.94;17.65;16.07;5.54;3.31;3.78;417.0
1888;21;12;18;16:00;19.49;17.27;16.09;3.52;3.71;4.11;417.0
1889;21;12;18;17:00;19.39;16.96;15.95;3.08;4.49;4.96;417.0
1890;21;12;18;18:00;19.06;16.94;15.95;2.45;5.37;5.57;417.0
1891;21;12;18;19:00;18.92;16.66;15.88;1.63;6.11;6.21;417.0
1892;21;12;18;20:00;18.91;16.8;15.82;3.3;5.95;6.23;417.0
1893;21;12;18;21:00;18.92;16.83;15.62;2.37;6.9;6.94;417.0
1894;21;12;18;22:00;18.8;16.67;15.9;2.56;5.18;5.39;417.0
1895;21;12;18;23:00;18.74;16.89;15.66;3.05;6.83;6.73;417.0
1896;21;12;19;00:00;18.7;16.72;15.6;3.77;6.92;6.96;417.0
1897;21;12;19;01:00;18.88;17.12;15.64;4.18;6.88;7.0;417.0
1898;21;12;19;02:00;18.86;16.89;15.67;2.04;8.01;8.31;417.0
1899;21;12;19;03:00;18.75;16.92;15.64;4.13;6.65;6.94;417.0
1900;21;12;19;04:00;19.54;18.82;16.19;4.05;6.27;6.65;417.0
1901;21;12;19;05:00;19.87;19.17;16.54;3.7;7.41;7.9;417.0
1902;21;12;19;06:00;19.16;17.94;16.11;3.57;6.45;6.88;417.0
1903;21;12;19;07:00;19.16;17.74;15.98;3.16;6.45;6.84;417.0
1904;21;12;19;08:00;18.78;16.98;15.74;4.25;7.26;7.61;417.0
1905;21;12;19;09:00;18.83;17.13;15.72;6.53;5.44;5.94;417.0
1906;21;12;19;10:00;19.6;17.81;15.91;7.69;4.22;4.21;417.0
1907;21;12;19;11:00;19.72;17.67;15.96;9.2;3.75;3.7;417.0
1908;21;12;19;12:00;19.88;17.82;16.0;8.71;3.75;3.8;417.0
1909;21;12;19;13:00;19.95;17.74;16.0;9.05;3.84;3.76;417.0
1910;21;12;19;14:00;20.01;17.78;16.07;9.09;3.56;3.48;417.0
1911;21;12;19;15:00;19.98;17.64;16.05;7.53;3.57;3.59;417.0
1912;21;12;19;16:00;19.52;17.33;16.06;5.37;4.21;4.41;417.0
1913;21;12;19;17:00;19.25;17.21;16.04;5.37;4.69;4.8;417.0
1914;21;12;19;18:00;19.16;16.97;15.87;4.84;5.42;5.64;417.0
1915;21;12;19;19:00;18.86;16.9;15.81;4.83;6.28;6.06;417.0
1916;21;12;19;20:00;18.76;16.91;15.79;4.95;6.53;6.57;417.0
1917;21;12;19;21:00;18.81;17.0;15.73;4.57;6.58;6.64;417.0
1918;21;12;19;22:00;18.84;17.24;15.76;4.41;6.55;6.76;417.0
1919;21;12;19;23:00;18.75;16.8;15.72;4.49;6.84;6.96;417.0
1920;21;12;20;00:00;18.65;16.93;15.48;4.38;6.34;6.57;417.0
1921;21;12;20;01:00;18.9;17.31;15.68;3.93;6.93;7.24;417.0
1922;21;12;20;02:00;18.91;17.3;15.79;3.85;6.49;6.77;417.0
1923;21;12;20;03:00;18.68;17.2;15.66;4.35;7.13;7.26;417.0
1924;21;12;20;04:00;18.65;17.03;15.61;4.03;7.51;7.98;417.0
1925;21;12;20;05:00;18.48;16.88;15.45;4.58;7.3;7.71;417.0
1926;21;12;20;06:00;19.35;17.85;15.96;5.01;10.67;10.73;417.0
1927;21;12;20;07:00;23.28;23.3;19.26;4.88;17.53;19.48;417.0
1928;21;12;20;08:00;23.9;23.68;20.01;5.24;15.19;17.68;417.0
1929;21;12;20;09:00;23.84;23.45;20.0;6.53;12.47;15.07;417.0
1930;21;12;20;10:00;23.72;23.01;19.64;8.12;9.41;12.08;417.0
1931;21;12;20;11:00;24.05;23.3;19.77;9.5;8.46;9.58;417.0
1932;21;12;20;12:00;24.23;23.62;19.89;9.44;8.49;8.97;417.0
1933;21;12;20;13:00;24.43;23.76;20.14;9.45;8.33;10.87;417.0
1934;21;12;20;14:00;24.56;23.7;20.37;8.1;8.03;10.66;417.0
1935;21;12;20;15:00;24.66;23.66;20.67;6.79;8.31;10.94;417.0
1936;21;12;20;16:00;24.67;23.65;20.73;5.19;8.79;11.43;417.0
1937;21;12;20;17:00;21.7;20.3;18.36;3.48;2.36;4.55;417.0
1938;21;12;20;18:00;19.62;17.18;16.12;3.43;2.27;2.89;417.0
1939;21;12;20;19:00;19.59;17.45;16.12;3.24;3.17;4.42;417.0
1940;21;12;20;20:00;19.56;17.41;16.03;3.86;5.3;6.15;417.0
1941;21;12;20;21:00;19.33;16.91;16.0;3.36;4.22;4.76;417.0
1942;21;12;20;22:00;19.14;16.73;15.85;3.38;5.85;6.33;417.0
1943;21;12;20;23:00;19.19;16.92;15.86;2.61;6.24;6.38;417.0
1944;21;12;21;00:00;19.05;16.67;15.91;2.44;6.24;6.33;417.0
1945;21;12;21;01:00;19.01;16.7;15.9;3.11;6.21;6.4;417.0
1946;21;12;21;02:00;19.01;16.63;15.92;2.21;6.09;6.23;417.0
1947;21;12;21;03:00;19.09;17.0;15.81;1.99;6.32;6.59;417.0
1948;21;12;21;04:00;19.06;16.69;15.99;2.25;5.35;5.6;417.0
1949;21;12;21;05:00;19.01;16.75;15.92;2.04;4.73;5.04;417.0
1950;21;12;21;06:00;19.44;17.25;16.11;2.89;7.57;8.13;417.0
1951;21;12;21;07:00;23.72;23.38;19.6;3.36;16.05;18.25;417.0
1952;21;12;21;08:00;24.28;23.72;20.38;4.23;12.78;15.34;417.0
1953;21;12;21;09:00;24.53;23.77;20.63;4.78;11.67;14.3;417.0
1954;21;12;21;10:00;24.64;23.73;20.8;5.51;10.67;13.3;417.0
1955;21;12;21;11:00;24.56;23.79;20.83;5.77;10.12;11.44;417.0
1956;21;12;21;12:00;24.4;23.81;20.57;6.22;9.58;10.58;417.0
1957;21;12;21;13:00;24.59;23.84;20.77;6.49;9.2;11.67;417.0
1958;21;12;21;14:00;24.69;23.67;20.86;6.15;8.77;11.42;417.0
1959;21;12;21;15:00;24.76;23.64;20.94;5.79;8.92;11.56;417.0
1960;21;12;21;16:00;24.72;23.88;20.96;5.11;9.13;11.79;417.0
1961;21;12;21;17:00;21.85;20.33;18.55;4.87;2.3;4.52;417.0
1962;21;12;21;18:00;19.71;16.81;16.17;4.77;0.14;0.65;417.0
1963;21;12;21;19:00;19.78;17.36;16.16;4.67;1.75;2.3;417.0
1964;21;12;21;20:00;19.71;17.32;16.13;4.39;2.53;3.22;417.0
1965;21;12;21;21:00;19.63;17.44;16.14;3.89;3.71;4.48;417.0
1966;21;12;21;22:00;19.67;17.41;16.16;3.4;3.51;4.07;417.0
1967;21;12;21;23:00;19.44;17.24;16.02;2.39;4.33;4.8;417.0
1968;21;12;22;00:00;19.32;16.78;15.93;2.16;5.59;6.09;417.0
1969;21;12;22;01:00;19.15;16.71;15.91;2.31;5.46;5.79;417.0
1970;21;12;22;02:00;19.08;16.56;15.7;2.26;7.34;7.85;417.0
1971;21;12;22;03:00;18.99;16.6;15.78;2.14;6.89;7.28;417.0
1972;21;12;22;04:00;18.94;16.6;15.77;2.08;6.39;7.19;417.0
1973;21;12;22;05:00;18.89;16.74;15.6;2.14;6.23;6.43;417.0
1974;21;12;22;06:00;19.42;17.26;16.12;1.98;8.76;9.31;417.0
1975;21;12;22;07:00;23.54;23.14;19.51;1.77;14.09;16.74;417.0
1976;21;12;22;08:00;24.02;23.67;20.3;2.36;14.42;16.99;417.0
1977;21;12;22;09:00;24.3;23.76;20.75;4.18;13.82;16.37;417.0
1978;21;12;22;10:00;24.33;23.44;20.5;5.15;10.9;13.53;417.0
1979;21;12;22;11:00;24.36;23.42;20.48;5.94;9.08;10.57;417.0
1980;21;12;22;12:00;24.53;23.7;20.67;6.47;8.77;9.76;417.0
1981;21;12;22;13:00;24.8;23.69;20.89;6.97;8.38;11.03;417.0
1982;21;12;22;14:00;24.95;23.63;21.02;6.51;8.39;11.01;417.0
1983;21;12;22;15:00;24.94;23.75;21.06;5.19;8.82;11.47;417.0
1984;21;12;22;16:00;25.16;23.73;21.44;3.37;11.22;13.84;417.0
1985;21;12;22;17:00;22.09;20.52;19.04;2.83;3.04;5.42;417.0
1986;21;12;22;18:00;19.72;16.96;16.29;2.02;0.11;0.61;417.0
1987;21;12;22;19:00;19.55;16.98;16.11;1.62;3.87;3.99;417.0
1988;21;12;22;20:00;19.55;17.26;16.15;1.7;5.41;5.64;417.0
1989;21;12;22;21:00;19.47;17.09;16.02;1.78;4.84;5.46;417.0
1990;21;12;22;22:00;19.24;16.83;15.99;1.82;5.09;5.54;417.0
1991;21;12;22;23:00;19.27;17.21;16.07;1.59;6.18;6.56;417.0
1992;21;12;23;00:00;19.36;17.16;16.04;1.67;6.96;7.23;417.0
1993;21;12;23;01:00;20.63;19.74;17.1;1.41;6.07;6.61;417.0
1994;21;12;23;02:00;20.71;20.14;17.24;1.08;5.58;6.13;417.0
1995;21;12;23;03:00;20.3;19.47;16.87;1.28;6.33;6.77;417.0
1996;21;12;23;04:00;19.61;18.45;16.6;1.68;6.22;6.42;417.0
1997;21;12;23;05:00;19.82;18.73;16.71;1.79;6.35;6.87;417.0
1998;21;12;23;06:00;20.17;19.66;16.91;1.51;8.42;8.95;417.0
1999;21;12;23;07:00;23.02;22.82;19.26;1.58;13.89;16.1;417.0
2000;21;12;23;08:00;24.11;23.88;20.42;1.87;13.04;15.62;417.0
2001;21;12;23;09:00;24.38;23.99;20.84;4.04;13.62;16.21;417.0
2002;21;12;23;10:00;24.34;23.88;20.76;5.14;11.57;14.17;417.0
2003;21;12;23;11:00;24.48;23.66;20.55;5.82;9.1;10.17;417.0
2004;21;12;23;12:00;24.56;23.87;20.69;6.46;8.65;9.1;417.0
2005;21;12;23;13:00;24.81;23.99;20.89;6.52;8.53;10.63;417.0
2006;21;12;23;14:00;24.93;24.23;21.05;5.65;8.29;10.89;417.0
2007;21;12;23;15:00;24.93;24.32;21.09;4.07;8.69;11.31;417.0
2008;21;12;23;16:00;24.91;24.4;21.21;2.67;9.46;12.08;417.0
2009;21;12;23;17:00;21.41;20.28;18.4;1.85;2.36;4.52;417.0
2010;21;12;23;18:00;19.66;16.95;16.25;1.48;0.12;0.56;417.0
2011;21;12;23;19:00;19.69;17.28;16.18;1.88;2.84;3.42;417.0
2012;21;12;23;20:00;19.61;17.35;16.14;1.9;3.29;3.58;417.0
2013;21;12;23;21:00;19.5;17.26;16.08;1.71;4.71;4.69;417.0
2014;21;12;23;22:00;19.53;17.37;16.12;1.9;3.88;4.13;417.0
2015;21;12;23;23:00;19.55;17.33;16.12;2.29;5.14;4.98;417.0
2016;21;12;24;00:00;19.43;17.35;16.05;2.36;4.71;4.82;417.0
2017;21;12;24;01:00;19.41;17.3;16.06;2.39;3.82;4.0;417.0
2018;21;12;24;02:00;19.47;17.39;16.05;2.35;3.95;4.01;417.0
2019;21;12;24;03:00;19.51;17.38;16.05;2.53;3.81;4.01;417.0
2020;21;12;24;04:00;19.57;17.51;16.1;2.78;3.85;4.0;417.0
2021;21;12;24;05:00;19.45;17.13;16.08;2.85;4.12;4.23;417.0
2022;21;12;24;06:00;19.79;17.87;16.16;3.41;4.92;5.25;417.0
2023;21;12;24;07:00;22.76;21.62;18.61;3.61;9.8;10.28;417.0
2024;21;12;24;08:00;23.35;22.21;19.23;3.86;9.34;9.82;417.0
2025;21;12;24;09:00;23.7;22.51;19.55;4.64;8.91;9.39;417.0
2026;21;12;24;10:00;23.94;22.85;19.82;5.35;8.71;9.21;417.0
2027;21;12;24;11:00;24.06;23.03;19.94;5.18;8.89;9.37;417.0
2028;21;12;24;12:00;24.12;23.14;20.02;4.7;8.84;9.34;417.0
2029;21;12;24;13:00;24.18;23.33;20.11;4.79;8.78;9.27;417.0
2030;21;12;24;14:00;24.28;23.49;20.19;4.69;8.94;9.43;417.0
2031;21;12;24;15:00;24.36;23.5;20.3;4.48;9.15;9.62;417.0
2032;21;12;24;16:00;24.47;23.49;20.32;4.21;9.25;9.73;417.0
2033;21;12;24;17:00;21.64;20.16;18.25;3.87;2.43;2.88;417.0
2034;21;12;24;18:00;19.53;16.76;16.08;3.74;1.17;1.52;417.0
2035;21;12;24;19:00;19.71;17.52;16.13;3.39;2.84;3.13;417.0
2036;21;12;24;20:00;19.54;17.08;16.1;3.45;3.79;4.13;417.0
2037;21;12;24;21:00;19.59;17.05;16.18;3.54;4.79;4.6;417.0
2038;21;12;24;22:00;19.52;17.31;16.13;3.46;4.46;4.35;417.0
2039;21;12;24;23:00;19.54;17.27;16.12;3.94;4.12;4.02;417.0
2040;21;12;25;00:00;19.49;17.27;16.1;4.16;4.12;4.08;417.0
2041;21;12;25;01:00;19.54;17.32;16.11;4.16;4.18;4.18;417.0
2042;21;12;25;02:00;19.47;17.26;16.07;4.18;4.13;4.39;417.0
2043;21;12;25;03:00;19.43;17.27;16.02;4.01;5.01;5.25;417.0
2044;21;12;25;04:00;19.57;17.62;16.01;4.15;4.46;4.71;417.0
2045;21;12;25;05:00;19.47;17.24;16.15;4.24;3.7;3.88;417.0
2046;21;12;25;06:00;19.38;17.07;16.01;4.17;4.18;4.42;417.0
2047;21;12;25;07:00;19.44;17.12;16.06;4.16;3.89;3.97;417.0
2048;21;12;25;08:00;19.37;16.93;16.09;4.3;3.95;4.13;417.0
2049;21;12;25;09:00;19.62;17.47;16.0;4.54;4.39;4.44;417.0
2050;21;12;25;10:00;19.89;18.0;16.09;5.21;4.09;4.44;417.0
2051;21;12;25;11:00;19.84;17.7;16.08;5.53;3.09;3.33;417.0
2052;21;12;25;12:00;19.87;17.7;16.02;5.6;3.24;3.58;417.0
2053;21;12;25;13:00;19.94;17.74;16.08;5.48;3.51;3.74;417.0
2054;21;12;25;14:00;19.83;17.74;16.02;5.47;3.46;3.53;417.0
2055;21;12;25;15:00;19.78;17.81;16.05;5.51;3.61;3.79;417.0
2056;21;12;25;16:00;19.78;17.79;16.07;5.34;3.9;4.18;417.0
2057;21;12;25;17:00;19.5;17.32;16.06;4.92;3.56;3.77;417.0
2058;21;12;25;18:00;19.63;17.38;15.98;4.85;3.78;3.99;417.0
2059;21;12;25;19:00;19.4;17.22;16.05;4.74;3.87;4.0;417.0
2060;21;12;25;20:00;19.43;17.27;16.02;4.61;4.4;4.65;417.0
2061;21;12;25;21:00;19.46;17.32;16.03;4.37;4.33;4.43;417.0
2062;21;12;25;22:00;19.28;17.03;16.01;4.54;4.38;4.62;417.0
2063;21;12;25;23:00;19.18;16.99;15.9;4.44;4.74;4.96;417.0
2064;21;12;26;00:00;19.21;16.98;15.91;4.06;5.3;5.29;417.0
2065;21;12;26;01:00;19.22;17.0;16.02;4.09;4.76;4.87;417.0
2066;21;12;26;02:00;19.06;16.95;15.81;4.41;5.84;5.74;417.0
2067;21;12;26;03:00;18.88;16.59;15.77;4.52;6.15;6.07;417.0
2068;21;12;26;04:00;18.89;16.86;15.79;3.14;6.87;6.74;417.0
2069;21;12;26;05:00;18.91;16.93;15.82;2.5;6.21;6.41;417.0
2070;21;12;26;06:00;18.99;17.0;15.85;2.19;5.96;5.89;417.0
2071;21;12;26;07:00;18.89;17.05;15.74;3.75;6.81;6.67;417.0
2072;21;12;26;08:00;18.72;16.91;15.69;4.64;6.34;6.37;417.0
2073;21;12;26;09:00;19.16;17.2;15.78;6.08;5.5;5.57;417.0
2074;21;12;26;10:00;19.75;17.68;15.92;8.01;3.77;4.02;417.0
2075;21;12;26;11:00;19.91;17.75;16.01;7.35;3.48;3.7;417.0
2076;21;12;26;12:00;19.95;17.77;16.03;8.1;3.56;3.64;417.0
2077;21;12;26;13:00;19.98;17.69;16.02;8.44;3.1;3.32;417.0
2078;21;12;26;14:00;19.95;17.71;15.98;7.99;3.41;3.59;417.0
2079;21;12;26;15:00;19.87;17.81;16.0;7.3;3.52;3.58;417.0
2080;21;12;26;16:00;19.81;18.01;15.97;6.3;3.54;3.74;417.0
2081;21;12;26;17:00;19.46;17.43;15.98;5.83;4.11;4.44;417.0
2082;21;12;26;18:00;19.61;17.74;15.95;5.89;3.92;4.04;417.0
2083;21;12;26;19:00;19.59;17.77;15.94;5.57;4.62;4.51;417.0
2084;21;12;26;20:00;19.58;17.81;15.92;5.31;4.24;4.4;417.0
2085;21;12;26;21:00;19.51;17.64;15.97;5.5;3.71;4.0;417.0
2086;21;12;26;22:00;19.46;17.58;15.97;5.78;4.19;4.29;417.0
2087;21;12;26;23:00;19.39;17.47;15.95;5.5;4.53;4.67;417.0
2088;21;12;27;00:00;19.5;17.68;15.95;5.58;4.35;4.42;417.0
2089;21;12;27;01:00;19.44;17.53;15.98;5.58;4.72;4.94;417.0
2090;21;12;27;02:00;19.54;17.7;15.88;6.03;4.11;4.11;417.0
2091;21;12;27;03:00;19.65;17.83;15.97;5.45;4.21;4.16;417.0
2092;21;12;27;04:00;19.15;17.2;16.01;4.69;4.88;4.74;417.0
2093;21;12;27;05:00;19.09;17.13;15.89;4.11;5.39;5.62;417.0
2094;21;12;27;06:00;19.05;17.05;15.95;4.32;6.71;6.8;417.0
2095;21;12;27;07:00;23.03;22.61;18.91;4.31;13.99;16.52;417.0
2096;21;12;27;08:00;22.54;22.58;19.12;4.74;13.07;15.68;417.0
2097;21;12;27;09:00;24.24;23.77;20.26;5.36;12.67;15.28;417.0
2098;21;12;27;10:00;23.33;22.89;19.86;5.61;11.4;14.02;417.0
2099;21;12;27;11:00;23.53;22.58;19.43;6.32;9.49;10.78;417.0
2100;21;12;27;12:00;23.95;23.16;19.81;6.9;8.68;9.22;417.0
2101;21;12;27;13:00;24.11;23.26;19.98;6.98;8.73;11.34;417.0
2102;21;12;27;14:00;24.29;23.41;20.13;6.8;8.9;11.59;417.0
2103;21;12;27;15:00;24.43;23.51;20.32;6.61;9.24;11.92;417.0
2104;21;12;27;16:00;24.51;23.66;20.51;6.31;9.45;12.14;417.0
2105;21;12;27;17:00;21.84;20.47;18.47;5.98;2.71;5.49;417.0
2106;21;12;27;18:00;19.68;16.8;16.16;5.59;0.34;0.95;417.0
2107;21;12;27;19:00;19.73;17.61;16.1;5.81;3.12;3.32;417.0
2108;21;12;27;20:00;19.97;17.99;16.2;5.52;2.66;3.07;417.0
2109;21;12;27;21:00;19.93;17.93;16.1;5.5;2.92;3.17;417.0
2110;21;12;27;22:00;19.9;17.96;16.1;5.72;2.81;3.18;417.0
2111;21;12;27;23:00;19.84;18.01;16.08;5.44;3.65;3.7;417.0
2112;21;12;28;00:00;19.51;17.49;16.12;6.0;3.38;3.55;417.0
2113;21;12;28;01:00;19.54;17.58;16.09;5.84;4.11;4.33;417.0
2114;21;12;28;02:00;19.41;17.47;16.05;5.75;4.91;5.05;417.0
2115;21;12;28;03:00;19.31;17.1;15.98;5.88;5.87;5.69;417.0
2116;21;12;28;04:00;19.11;16.72;15.95;5.9;5.44;5.52;417.0
2117;21;12;28;05:00;19.23;16.89;15.97;5.95;5.47;5.52;417.0
2118;21;12;28;06:00;19.32;17.18;16.19;5.84;6.77;7.0;417.0
2119;21;12;28;07:00;23.73;23.21;19.54;5.81;13.36;15.85;417.0
2120;21;12;28;08:00;23.21;22.65;19.72;6.1;12.37;15.02;417.0
2121;21;12;28;09:00;23.69;22.66;19.64;6.32;9.48;12.15;417.0
2122;21;12;28;10:00;24.21;23.11;20.02;6.97;8.55;11.22;417.0
2123;21;12;28;11:00;24.32;23.22;20.14;7.53;8.65;9.76;417.0
2124;21;12;28;12:00;24.41;23.37;20.25;8.0;8.75;9.62;417.0
2125;21;12;28;13:00;24.71;23.57;20.43;8.07;9.01;11.38;417.0
2126;21;12;28;14:00;24.76;23.69;20.69;7.94;9.06;11.74;417.0
2127;21;12;28;15:00;24.78;23.86;20.75;7.72;9.17;11.83;417.0
2128;21;12;28;16:00;24.82;23.75;20.82;7.38;9.53;12.2;417.0
2129;21;12;28;17:00;22.07;20.72;18.81;6.74;2.86;5.31;417.0
2130;21;12;28;18:00;20.08;17.17;16.5;6.72;0.11;0.59;417.0
2131;21;12;28;19:00;19.77;16.95;16.01;5.85;0.88;1.27;417.0
2132;21;12;28;20:00;19.72;17.18;16.12;5.71;2.15;2.28;417.0
2133;21;12;28;21:00;19.77;17.3;16.26;5.17;3.8;3.68;417.0
2134;21;12;28;22:00;19.7;17.48;16.14;5.48;4.7;4.71;417.0
2135;21;12;28;23:00;19.63;17.19;16.16;5.24;3.52;3.76;417.0
2136;21;12;29;00:00;19.49;17.19;16.04;5.01;5.31;5.58;417.0
2137;21;12;29;01:00;19.23;16.87;15.93;5.18;5.99;5.84;417.0
2138;21;12;29;02:00;19.22;16.68;16.0;4.59;5.34;5.31;417.0
2139;21;12;29;03:00;19.21;16.64;15.92;4.28;5.79;5.75;417.0
2140;21;12;29;04:00;19.17;16.68;15.87;4.93;5.36;5.39;417.0
2141;21;12;29;05:00;18.92;16.64;15.8;5.29;7.17;7.01;417.0
2142;21;12;29;06:00;19.65;17.48;16.31;4.55;8.32;8.19;417.0
2143;21;12;29;07:00;23.82;23.43;19.78;4.49;15.73;18.02;417.0
2144;21;12;29;08:00;23.43;23.31;20.16;5.59;14.34;16.87;417.0
2145;21;12;29;09:00;24.24;23.8;20.68;6.58;12.45;15.06;417.0
2146;21;12;29;10:00;24.34;23.34;20.3;7.23;9.74;12.41;417.0
2147;21;12;29;11:00;24.62;23.59;20.52;8.5;8.55;9.71;417.0
2148;21;12;29;12:00;24.7;23.66;20.78;9.05;8.43;8.95;417.0
2149;21;12;29;13:00;24.88;23.73;20.96;8.08;8.15;10.67;417.0
2150;21;12;29;14:00;24.94;23.85;21.03;7.91;7.81;10.49;417.0
2151;21;12;29;15:00;24.87;23.68;20.86;6.92;7.02;9.71;417.0
2152;21;12;29;16:00;24.83;23.82;20.84;6.21;7.1;9.8;417.0
2153;21;12;29;17:00;22.11;20.73;18.85;5.53;2.02;4.19;417.0
2154;21;12;29;18:00;20.12;17.22;16.54;5.58;0.11;0.6;417.0
2155;21;12;29;19:00;19.73;16.73;15.98;5.54;0.78;1.25;417.0
2156;21;12;29;20:00;19.74;17.19;16.03;5.2;2.35;2.45;417.0
2157;21;12;29;21:00;19.78;17.49;16.13;5.02;2.94;3.08;417.0
2158;21;12;29;22:00;19.71;17.56;16.22;5.03;3.47;3.64;417.0
2159;21;12;29;23:00;19.64;17.42;16.15;4.74;3.84;3.79;417.0
2160;21;12;30;00:00;19.64;17.35;16.15;4.4;3.68;3.61;417.0
2161;21;12;30;01:00;19.58;17.39;16.11;4.62;4.05;4.0;417.0
2162;21;12;30;02:00;19.49;16.99;16.06;4.79;5.25;5.13;417.0
2163;21;12;30;03:00;19.21;16.82;15.96;5.3;5.17;5.44;417.0
2164;21;12;30;04:00;19.24;16.75;16.01;5.09;5.51;5.49;417.0
2165;21;12;30;05:00;19.06;16.63;15.83;5.33;5.96;6.39;417.0
2166;21;12;30;06:00;19.1;16.8;15.91;5.42;7.2;7.41;417.0
2167;21;12;30;07:00;23.66;23.08;19.58;6.12;13.58;15.74;417.0
2168;21;12;30;08:00;23.42;23.02;19.68;6.21;13.02;15.62;417.0
2169;21;12;30;09:00;24.43;23.72;20.61;8.92;11.52;14.17;417.0
2170;21;12;30;10:00;23.57;22.55;19.8;9.69;10.2;12.88;417.0
2171;21;12;30;11:00;24.49;23.59;20.38;9.96;8.59;9.76;417.0
2172;21;12;30;12:00;24.84;23.63;20.67;10.43;8.21;8.73;417.0
2173;21;12;30;13:00;24.95;23.71;21.01;11.28;7.99;10.53;417.0
2174;21;12;30;14:00;25.08;23.79;21.0;10.77;7.21;9.9;417.0
2175;21;12;30;15:00;25.02;23.78;20.96;9.6;7.19;9.88;417.0
2176;21;12;30;16:00;24.97;23.77;20.99;6.62;7.68;10.34;417.0
2177;21;12;30;17:00;22.16;20.65;18.97;5.35;2.29;4.48;417.0
2178;21;12;30;18:00;20.23;17.29;16.71;7.53;0.12;0.55;417.0
2179;21;12;30;19:00;19.65;16.56;16.06;8.53;0.11;0.55;417.0
2180;21;12;30;20:00;19.77;17.24;16.08;8.8;2.41;2.63;417.0
2181;21;12;30;21:00;19.74;17.16;16.14;8.83;2.63;2.68;417.0
2182;21;12;30;22:00;19.66;17.34;16.1;8.71;3.16;3.48;417.0
2183;21;12;30;23:00;19.65;17.27;16.16;8.6;3.33;3.53;417.0
2184;21;12;31;00:00;19.7;17.38;16.14;8.75;4.38;4.56;417.0
2185;21;12;31;01:00;19.65;17.6;16.1;7.54;4.09;4.12;417.0
2186;21;12;31;02:00;19.45;16.81;15.99;8.07;5.72;5.53;417.0
2187;21;12;31;03:00;19.24;16.8;15.97;8.25;5.36;5.38;417.0
2188;21;12;31;04:00;19.28;16.71;15.99;7.29;5.79;6.03;417.0
2189;21;12;31;05:00;19.18;16.58;15.9;7.23;5.56;5.73;417.0
2190;21;12;31;06:00;19.77;17.39;16.29;8.07;7.98;8.11;417.0
2191;21;12;31;07:00;23.88;23.37;19.81;8.26;13.66;14.09;417.0
2192;21;12;31;08:00;23.49;23.53;20.14;5.0;13.89;14.32;417.0
2193;21;12;31;09:00;24.24;23.58;20.55;9.0;12.12;12.59;417.0
2194;21;12;31;10:00;24.33;23.33;20.25;7.82;9.11;9.62;417.0
2195;21;12;31;11:00;24.68;23.63;20.64;11.32;8.51;9.0;417.0
2196;21;12;31;12:00;24.74;23.92;20.8;12.53;8.07;8.55;417.0
2197;21;12;31;13:00;24.88;24.02;20.96;12.89;7.92;8.39;417.0
2198;21;12;31;14:00;25.1;23.99;21.05;12.09;7.66;8.13;417.0
2199;21;12;31;15:00;24.93;23.83;20.86;10.92;6.79;7.3;417.0
2200;21;12;31;16:00;24.78;23.89;20.76;9.86;7.31;7.92;417.0
2201;21;12;31;17:00;22.06;20.69;18.82;7.63;2.18;2.62;417.0
2202;21;12;31;18:00;20.13;17.2;16.62;9.02;0.12;0.56;417.0
2203;21;12;31;19:00;19.72;16.71;16.09;10.13;0.71;1.05;417.0
2204;21;12;31;20:00;19.71;17.22;16.1;9.96;1.61;1.83;417.0
2205;21;12;31;21:00;19.76;17.4;16.18;9.15;3.01;2.88;417.0
2206;21;12;31;22:00;19.67;17.32;16.19;7.85;3.93;3.69;417.0
2207;21;12;31;23:00;19.65;17.52;16.15;4.01;4.5;4.48;417.0
2208;22;01;01;00:00;19.52;17.16;16.14;5.34;4.36;4.4;417.0
2209;22;01;01;01:00;19.43;16.84;15.98;6.99;5.75;5.42;417.0
2210;22;01;01;02:00;19.4;17.02;15.99;5.26;5.03;4.93;417.0
2211;22;01;01;03:00;19.38;16.93;16.01;4.64;5.91;5.42;417.0
2212;22;01;01;04:00;19.93;17.78;16.08;4.51;3.54;3.64;417.0
2213;22;01;01;05:00;19.76;17.62;16.19;8.25;3.62;3.79;417.0
